2016-02-16,55.43,49.02,66.67,59.81
2016-02-12,0,31.37,0,41.12
2016-02-11,5.43,0,5.13,0
2016-02-10,34.78,33.33,43.59,27.1
2016-02-09,5.43,20.59,14.1,30.84
2016-02-08,55.43,40.2,12.82,21.5
2016-02-05,98.91,75.49,85.9,64.49
2016-02-04,81.52,100,100,100
2016-02-03,81.52,59.8,60.26,76.64
2016-02-02,100,72.55,82.05,72.9
