2016-02-16,68.09,68.29,85.15,83.61
2016-02-12,38.3,31.71,54.46,47.54
2016-02-11,42.55,0,45.54,0
2016-02-10,70.21,53.66,79.21,50.82
2016-02-09,86.17,82.93,83.17,57.38
2016-02-08,96.81,100,91.09,86.89
2016-02-05,100,100,100,90.16
2016-02-04,86.17,100,98.02,100
2016-02-03,58.51,82.93,70.3,73.77
2016-02-02,0,0,0,31.15
