2016-02-16,71.2,83.47,92.5,89.51
2016-02-12,25.65,40.91,38.12,47.53
2016-02-11,0,0,0,1.23
2016-02-10,23.56,36.36,20.63,0.62
2016-02-09,14.66,52.84,28.75,0
2016-02-08,55.5,34.09,8.13,9.26
2016-02-05,100,86.36,100,56.79
2016-02-04,59.69,100,91.88,100
2016-02-03,80.63,61.36,74.37,54.94
2016-02-02,78.01,67.05,89.38,54.32
