2016-02-16,42.5,36.84,0,10.81
2016-02-12,5,34.21,29.03,21.62
2016-02-11,0,0,16.13,0
2016-02-10,2.5,31.58,22.58,40.54
2016-02-09,52.5,47.37,90.32,56.76
2016-02-08,55,71.05,51.61,56.76
2016-02-05,72.5,84.21,61.29,94.59
2016-02-04,45,39.47,80.64,48.65
2016-02-03,100,100,77.42,48.65
2016-02-02,92.5,92.11,100,100
